players_id,year_id,avg_velocity,spin_rate,pitch_count,strike_rate
barlosc01,2020,86.49380863039399,2376.2226415094337,565,0.3274336283185841
barlosc01,2021,87.2696110210697,2393.0,1297,0.3138010794140324
barlosc01,2022,84.70008347245408,2465.7320534223704,1228,0.31514657980456023
barlosc01,2023,84.44876847290641,2501.2162828947367,1261,0.31879460745440125
barnech01,2021,84.35,1946.6616766467066,689,0.2365747460087083
barneda02,2017,88.12351834430855,2043.741298212606,1095,0.2602739726027397
barneda02,2018,87.78151898734177,2052.7084917617235,874,0.2608695652173913
barneja01,2017,93.94432823813354,2369.9363416599517,1336,0.28817365269461076
barneja01,2018,92.71754385964913,2358.8956623681124,921,0.2714440825190011
barneja01,2019,90.82681818181818,2407.9028831562973,724,0.27486187845303867
barneja01,2020,92.10873493975903,2345.6978851963745,364,0.30494505494505497
barneja01,2021,91.76373134328358,2292.765671641791,679,0.27835051546391754
barneja01,2022,91.1323340471092,2326.183908045977,467,0.22483940042826553
barneja01,2023,91.85741626794257,2274.062200956938,266,0.22932330827067668
barnema01,2017,89.71414309484193,2180.563227953411,1291,0.28969790859798605
barnema01,2018,91.3243690851735,2311.597791798107,1343,0.31571109456440805
barnema01,2019,90.84038167938931,2336.012987012987,1363,0.2876008804108584
barnema01,2020,90.5782327586207,2249.274891774892,497,0.29979879275653926
barnema01,2021,90.57251282051283,2192.354871794872,1008,0.3005952380952381
barnema01,2022,89.31572871572872,2141.84126984127,725,0.28
barnema01,2023,88.24038834951457,2039.6881091617934,526,0.25475285171102663
barneto01,2017,88.14942418426105,2464.731472569779,1093,0.2698993595608417
barneto01,2018,89.00148148148148,2487.497512437811,455,0.3142857142857143
barneto01,2019,89.33200000000001,2415.64,44,0.25
barnhtu01,2022,57.199999999999996,1492.0,17,0.29411764705882354
barnhtu01,2023,41.80714285714286,1120.2857142857142,42,0.19047619047619047
barraky01,2017,88.45343179843614,2410.0663755458513,1231,0.27132412672623885
barraky01,2018,88.56610671936758,2301.4965380811077,1047,0.2874880611270296
barraky01,2019,90.0828060522696,2249.031746031746,800,0.2825
barraky01,2021,86.45339578454332,2339.0819672131147,427,0.30210772833723654
barraky01,2022,86.61090909090909,2404.5757575757575,196,0.32653061224489793
barraky01,2023,86.06282051282051,2269.108974358974,156,0.1858974358974359
barreaa01,2019,88.92820512820514,2069.102564102564,118,0.22033898305084745
barreaa01,2020,85.64807692307694,2104.403846153846,82,0.21951219512195122
barreja01,2017,92.86815286624203,2177.6085011185683,471,0.24628450106157113
barreja01,2018,91.08171428571428,2133.1951219512193,203,0.2857142857142857
barreja01,2019,89.04857142857142,2059.9333333333334,86,0.3023255813953488
barrema03,2021,91.08125,2231.8333333333335,48,0.22916666666666666
barrija01,2018,86.5250343249428,2112.51329055912,2260,0.2588495575221239
barrija01,2019,86.64125500667556,2116.5439302481554,1594,0.2521957340025094
barrija01,2020,87.46938405797101,2169.956204379562,634,0.2618296529968454
barrija01,2021,89.7535441657579,2175.387554585153,994,0.2505030181086519
barrija01,2022,87.83937341236239,2125.0671768707484,1196,0.26672240802675584
barrija01,2023,88.12630824372759,2105.1614545454545,1421,0.2533427163969036
bashlty01,2018,92.43097345132743,2572.2230088495576,620,0.23225806451612904
bashlty01,2019,91.18246073298428,2435.794736842105,466,0.2532188841201717
bashlty01,2020,88.82616279069768,2360.0058479532163,188,0.2393617021276596
bassan01,2017,89.61304347826088,1843.75,300,0.22666666666666666
bassan01,2018,91.75776892430278,1975.4454148471616,297,0.2760942760942761
bassan01,2019,91.415731874145,1987.6854961832062,813,0.2865928659286593
bassan01,2020,90.68014184397163,2083.9385342789597,447,0.2841163310961969
bassan01,2021,90.57371375116931,2079.41893158388,1082,0.29852125693160814
bassan01,2022,90.07533333333333,2091.031488549618,1050,0.30666666666666664
bassan01,2023,89.07923250564333,2098.6916099773243,443,0.3182844243792325
bassich01,2018,87.37942998760845,2178.3801242236027,877,0.2554161915621437
bassich01,2019,89.06075794621026,2183.469221361598,2518,0.26687847498014294
bassich01,2020,88.04563758389261,2144.7590564448187,1249,0.2722177742193755
bassich01,2021,88.39260814783704,2165.1581160639194,2454,0.28076609616951914
bassich01,2022,86.50904700579525,2195.8672252658716,3106,0.2897617514488088
bassich01,2023,85.53918094684869,2127.9253208868145,3443,0.2770839384257915
bastaan01,2017,87.70088105726872,2272.4174757281553,323,0.2693498452012384
battema01,2022,51.82692307692308,1393.8461538461538,26,0.2692307692307692
battepe01,2023,87.93974591651543,2343.8127272727274,586,0.2645051194539249
bauertr01,2017,87.8168436578171,2343.112443778111,3579,0.26934898016205644
bauertr01,2018,87.29966733200266,2441.051282051282,3211,0.310806602304578
bauertr01,2019,87.15940090933405,2444.3235708251195,3920,0.29209183673469385
bauertr01,2020,87.34515879163439,2848.4120836560805,1332,0.2912912912912913
bauertr01,2021,87.88371572467824,2821.3982035928143,1973,0.30714647744551443
baumabu01,2017,88.39715189873418,2357.3892405063293,355,0.3464788732394366
baumabu01,2018,87.6,2351.007692307692,198,0.23737373737373738
baumami01,2021,91.15567567567567,2153.7081081081083,185,0.2
baumami01,2022,92.00745814307459,2219.5868902439024,657,0.2039573820395738
baumami01,2023,92.94241435562806,2270.5485714285714,1255,0.24701195219123506
bautife01,2022,94.55755813953488,2033.1988360814744,1054,0.2922201138519924
bautife01,2023,96.06592664092665,2039.1424390243903,1053,0.33998100664767333
bautige01,2018,94.79555555555557,2293.820224719101,154,0.2532467532467532
bautige01,2019,93.35786802030456,2334.4727272727273,234,0.23504273504273504
bazared01,2021,86.92361111111113,2453.875,99,0.31313131313131315
