,games,opponent_batting_avg,runs,ERA,WHIP,weight,height,Age,throws_L,avg_velocity,spin_rate,strike_rate,strikeouts_per_pitch,walks_per_pitch,home_runs_per_batter,hit_by_pitch_per_batter,pitches_per_out,strikeouts_per_out,wins_per_game,losses_per_game,wild_pitches_per_game,balks_per_game,intentional_walks_per_game,saves_per_game,shutouts_per_game,complete_games_per_start,batters_faced_per_game,ip_per_game,starter_rate,finisher_rate,double_plays_per_batter,sac_flies_per_batter,sac_hits_per_batter
2375,7,0.26,5,3.29,1.4634146341463414,222.0,75.0,25.0,False,90.25,2052.137168141593,0.251063829787234,0.03404255319148936,0.029787234042553193,0.0,0.01694915254237288,5.7317073170731705,0.1951219512195122,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,8.428571428571429,1.9523809523809523,0.0,0.7142857142857143,0.05084745762711865,0.0,0.0
2376,35,0.24,49,3.72,1.2395209580838324,222.0,75.0,26.0,False,91.07618784530386,2108.2659279778395,0.2790202342917998,0.06230031948881789,0.019701810436634718,0.030303030303030304,0.010822510822510822,5.622754491017964,0.3502994011976048,0.17142857142857143,0.2,0.05714285714285714,0.0,0.05714285714285714,0.0,0.0,0.0,13.2,3.1809523809523808,0.5142857142857142,0.2,0.021645021645021644,0.006493506493506494,0.006493506493506494
2377,13,0.45,41,5.12,1.4827586206896552,222.0,75.0,27.0,False,90.03030009680542,2050.2604065827686,0.2543778801843318,0.041474654377880185,0.020276497695852536,0.03162055335968379,0.015810276679841896,6.235632183908046,0.25862068965517243,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,19.46153846153846,4.461538461538462,0.8461538461538461,0.15384615384615385,0.03557312252964427,0.0,0.0
2378,30,0.54,65,3.41,1.286697247706422,222.0,75.0,28.0,False,90.38025837706903,2042.9114435907804,0.2342481638964051,0.04097410127560881,0.02512562814070352,0.022838499184339316,0.01468189233278956,5.93348623853211,0.24311926605504589,0.36666666666666664,0.23333333333333334,0.3,0.03333333333333333,0.0,0.0,0.03333333333333333,0.038461538461538464,20.433333333333334,4.844444444444445,0.8666666666666667,0.0,0.02936378466557912,0.0016313213703099511,0.009787928221859706
2379,22,0.26,66,4.73,1.461038961038961,222.0,75.0,29.0,False,90.40432900432901,2065.5040694519803,0.24024960998439937,0.0358814352574103,0.024440977639105563,0.017582417582417582,0.004395604395604396,6.2435064935064934,0.22402597402597402,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.0,0.045454545454545456,0.0,0.0,0.0,20.681818181818183,4.666666666666667,0.9545454545454546,0.045454545454545456,0.01978021978021978,0.013186813186813187,0.0
2380,23,0.27,56,4.12,1.3922155688622755,222.0,75.0,30.0,False,89.3884698275862,2082.5387114239306,0.26127527216174184,0.049766718506998445,0.01762571280456195,0.02702702702702703,0.002079002079002079,5.775449101796407,0.2874251497005988,0.34782608695652173,0.21739130434782608,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,20.91304347826087,4.840579710144928,0.9130434782608695,0.043478260869565216,0.016632016632016633,0.006237006237006237,0.0
2381,2,0.33,1,4.5,2.0,205.0,73.0,28.0,True,84.74249999999999,1970.3,0.3188405797101449,0.014492753623188406,0.014492753623188406,0.0,0.0,11.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
2382,4,0.31,1,2.25,2.0,195.0,76.0,25.0,True,87.67033492822966,2247.5215311004786,0.2648221343873518,0.003952569169960474,0.011857707509881422,0.0,0.05,21.083333333333332,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.05,0.0,0.0
2383,20,0.28,16,6.63,1.631578947368421,195.0,76.0,26.0,True,88.31411483253589,2340.0917874396137,0.23972602739726026,0.05251141552511415,0.0228310502283105,0.054945054945054944,0.03296703296703297,7.684210526315789,0.40350877192982454,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,4.55,0.95,0.0,0.15,0.01098901098901099,0.0,0.02197802197802198
2384,22,0.22,10,3.86,1.2380952380952381,195.0,76.0,27.0,True,87.40470914127424,2450.268698060942,0.2744186046511628,0.06279069767441861,0.020930232558139535,0.044444444444444446,0.03333333333333333,6.825396825396825,0.42857142857142855,0.09090909090909091,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,4.090909090909091,0.9545454545454546,0.0,0.18181818181818182,0.0,0.011111111111111112,0.0
